Comment,Label
"@nurainaa13 makasih buanyak mbaaaak, aminnn atas doanya, semoga selalu bisa mempertahankan hal hal yg membuat pian kd kelain hatiii, 😘😘😘😘",Positif
"@inafir_izorhan ditungguin pulang kerja, tiba2 bawa kejutan nasi bakar cibul 😫 mata busui langsung mata berbinar2 haha. porsinya gemesin deh nasinya gendutt banyaaakk, gak pelit lauk ma bumbu, bumbunya merata & endess 😫😫😫. hahaaa. Makasii mbak @cibulkitchen moga makin berkembang, sukses berkah usahanya 🙇🙇",Positif
"@lailyfit *edisi sayang suami* @inafir_izorhan 🤣🤣🤣 waduh bahagianya ulun membaca pian berbinar2 lahhh😁😁😁 , amin terimakasih mbak n pak suami ya, semoga keluarga nya diberkati Tuhan selalu, terimakasih mlm ni ulun ketawa ketiwi membaca komen pian bedua🤣🤣🤣",Positif
"@cibulkitchen siap cil,bersedia haja ulun meambilkan hadiah nasi bakar nya nah pakai istri ulun 😁😁",Positif
"Karenaaaaa nasi basar cibul itu rempahnya kerasa. Pokoknya bumbunya kerasa. Dan kalau pedas tuh, rasa pedasnya ga menutupi rasa bumbu lainnya. Jdnya rasa nasi bakarnya ttp terasa walau pedassss... apalagi yg kerang sama cumi... behhh segar cumi kerangnya. Pedasnya nahh juara. Sudah tu kk nya baikkkk fast respon tiap aku pesan.. dlu wkt rmh di sumberadi hampir tiap hari pesan😂 skrg sjk pindah sdh jrg soalnya kl siang kerja.. tp ttp kangen nasi bakar cibul. Nanti kpn2 klo ku libur mau pesan lagi💖💖💖",Positif
@nadyaiswara *nasi bakar. Saking semangatnya typo😂😂,Positif
"Dari rasa enak. Dr harga murah. Dr penampilan oke. Dan yg pntg, nasbak nya merupakan makanan kekinian, secara daerah kita ini agak ketinggalan soal kulineran dibanding jawa, dgn adanya nasbak cibul, lumayan naik peringkat jd ga katrok2 bgt kuliner kita 😆",Positif
"@nadyaiswara hahaha makasih ading sdh ikutan quest n berkomentar yaaaa,,, dulu pas disumber adi tiap hari titir pesannya😁 pantes udh jrg order, syukurlah sdh kerja dsb, deng semoga sukses terus dalam kehidupannya❤️❤️❤️",Positif
"@margaretha_hy terimakasih mbaaaaa😘😘😘 disebut kekinian nasbak cibul, pdhl sdh 2 tahun jua,hahahaha",Positif
Umpat aahhh mudahan menang nah. Suka nasi bakar cibul.karena bumbunya berasaaaaaaa ikannya banyakk.. Porsinya banyaaakkkk.. Wangi bakarannya maknyuuussss Pedasnya mantaaapppp.. Sempurna deh pokoknya.. Selamat ultah nasbak cibullah semoga sukses jaya.. Bisa bikin restoran kena.. Aamiin,Positif
"Nasbak cibul emang enak...awal2 merintis mbaknya ramah mau aja nganterin ke kantor aku di mtp, dikira pake kurir ternyata nganter sendiri nawarin ketemen2 kantor penasaran apaan tu nasi bakar cibul, aku bilang rasain aja enak tp pedes rasanya nagihin walaupun pedes hbs tu pesen deh, dulu sempet vakum ya mbak bbrpa bulan waktu itu pengen pesen eh mbaknya pindah ya kebatulicin apa kotabaru itu saya lupa...yah kata tmn2 kantor sayang mbaknya gak jualan lg, eh bbrpa bulan kemudian mbaknya kembali lg tuh jualan lg n dengan tampilan baru pake sterofom n makin byk pula nasi n lauknya pokoknya the best deh terakhir pake kurir gojek beli ih sumpah nambah pedes aku rasa tp ttp maknyus saya bilang...mgkn ini aja kesan n pesan buat @cibulkitchen  yg ke2th makin sukses n makin laris n semoga nambah lg menu barunya...🤗😁#mudahanmenangnihlumayangratisan😂😁",Positif
"Nasbak cibul apasih?? Bukan makanan khas kalimantan tp bikin nagih, bukan makanan mahal tp banyak penggemarnya, semua itu karena RASAnya yg bikin kangenn.. Jd inget 1 kjadian dmn ownerx @cibulkitchen mbk steni bingung nyari rmhku, gegara aku sma tetangga jg suka, iyaa.. Gegara namanya hmpir sama, nma bapaknya pun sma hj. Bambang & Pak Bambang.wkwkwkwwk.. Kalo inget itu sumpah ngakakkk.. Awal"" order dulu msh ownerx yg ksna kmari nganterin orderan, smpai skrg alhmdulillah sdh ada kurir.. Semoga @cibulkitchen ttep ngeHITSZZZ, ttep menjaga rasa & kualitas, & semoga penggemarnya smakin banyaakk 😍😍😍 #cibulkitchen2tahun",Positif
"@anita_inal uwowowowowiw makacih nittt yg jauh disanaaaa sdh berpartisipasihhh😘😘😘 aminnnn doanya, makasih pujiannya,😍😍😍😍semoga km sekeluarga juga aman tentram, sukses dunia akhirat sayanggg😘😘😘😘",Positif
"@anitamailinathambrin aminnn mbak, inggih dlu sempat balik kampung, tp sekarang buka terus tiap hari senin sampai sabtu, makasih mbak lah sdh mengenalkan cibul ke kekawanan kantor nya, 😍😍😘",Positif
"@unun_an hahaha kalo ingat itu cibul jg supan sendiri, bisa salah2🤣 makasih mbak lah sampai sekarang masih setia ,, aku padamu mbak Unun👍😘😘😘",Positif
@cibulkitchen amin ka stefani.. kna kpn2 mesan lg uln... lwn jua kd pakai bbm lg jdnya kontak cibul hilang😭😭,Positif
Ahahahaaa.. 😍😍,Netral
"Aku sering pesan ini via gojek,  aaaa nasbak pete nya ngangenin 😭 krna rasany memang enak banget banget bangeeeettt, beda dngn yg lainnya , sering sih icip nasbak ditmpt lain tpi ngga ada yg lebih enak dari nasbak by cibulkitchen 😁👌 pokoknya thebest ❤",Positif
"@hilyati24_ wahh makasih ya mbak sdh sering order cibulll😘😘🙏 ditunggu orderan selanjutnya, cibul berusaha selalu dengan ciri khasnya 😁 semoga selalu memuaskan,,,",Positif
"Boleh ikutan testi ga?? Kenapa suka nasbak cibul?? Soalnya chefnya paling iyah iyah aja kalo dikasi order dadakan 😬😬😬,, paling legowo kalo dikritik kurang pedes (wkwkwkwkwkwkwk), dan emang paling best demand dirumah, begitu sampe - nasbaknya lgsg ludes, dan begitu abis udah kangen pengen order lagi... suksess terus ya mbakkuuuuuuu ❤️❤️❤️",Positif
"@vioismoyo bolehh bingits mbakk,,, 😘😘😘 terimakasih ya mbak kuuu, kalo iya iya semoga iya nya cibul memuaskan mbak😁😁🙏🙏🙏 semoga mbaknya selalu happy n diberi kesehatan serta limpahan rejeki dari Gusti Allah,, biar bisa borong2 Cibul mbak🤣🤣😁😁🙏",Positif
Ten hndk,Positif
@lini_huang4 kita YES kah lin atau kirim cargo?😁,Positif
Enaknyeeeeee,Positif
"aku mau 1 ten, yg pedes poll, td salah komen foto",Positif
@dswp2011 order mbak say😘😘,Positif
@pipiparty masak opo,Positif
si imak ja ,Negatif
@pipiparty bearti cobai yg sos tiram pedas,Positif
@cibulkitchen oke 👌,Positif
"@pipiparty janganlah kau sombong, oke oke oke",Positif
@cibulkitchen ini sifat manusiaa.. oke.. oke.. oke..,Positif
kena nukar nah kesana sasa,Positif
@salsaroziie besambil2 saaaa ayo ditunggu.. Hahaha lawas kd meantari sasa nasbak nahh..,Positif
Dmn mba alamat nyq smapai jam brp bukanya????,Netral
"@ulvieanavee sampai malam jam 9 de,  alamat jalan zafri zam2 klik aja di bio ya lgsg diarahin om google",Netral
Asiikkk kwa disinggahi 🤣🤣,Positif
"Ohhh iih tetangga beda komplek, hahaha",Netral
Mantaap mba 👍 bisa dicoba yuk sis @nisharustianaa,Positif
@diansfebry oceee ditungguuu mbaaak,Positif
Dmana warungnya mba?ampe mlmkh,Netral
Mba zafri zam2 kd bs d buka nih  d hp q@cibulkitchen,Negatif
@cibulkitchen,Netral
Kpn ada di bjm,Positif
"Kangen nasi bakar kaka, di bandung ga ada 😭",Positif
"@rina_jafraskincare_bjb dirumah ulun mbaak di parak mesjid agung trikora,  jalan zafri zam2 komplek persada kalimantan",Netral
"@rina_mahdi hehehe sementara disini msh mbak,  adaptasi dulu bewarungan kecil2an. Hehehe",Positif
@nabilahadiahakbar pantesan lama ga ketemu ade jauhnya ke bdg.. Sukses ya studi nyaaa,Positif
Ampe mlmkah mba @cibulkitchen,Netral
Duuuuhhh ini 😑😑😑😑😑 kenaaaapaaa ada menu ini.... Ini enaaakk tapi gaaa boleeeehhh 😭😭😭😭😭😭😭😭,Positif
@kunt3t duhh kok ga boleh tet,Negatif
@cibulkitchen mengadung banyak kenikmatan. Mengakibatkan kehilafan yang memungkinkan pesen 2 bukus.. daaann bisa nagiiihhh.. 😂😂😂😂😂😂😂,Positif
Hndk ka steni @cibulkitchen,Positif
@mirnadara89 kapan kapan ding ayu orderrrr,Netral
@kunt3t hahahaha ulun kd umpat2an dahhh,Negatif
@cibulkitchen Kpn ad ka?,Netral
@mirnadara89 isuk dingggg,Netral
Andak di nasi bakar kaaaaa,Positif
@chiochii ukayyu cek next postingan kk,Netral
ulun kdd d bjb kaaa hiks.. ,Negatif
Nyamaaannyaaaa,Positif
@1330_yoan ayu mbak dicoba,Positif
Setujuuuuuuu,Positif
hahaha kau usus rica atau usus bacem,Netral
*mau,Positif
Akuu syukka keduaaanyyyaaa taak bsa plih 😸,Positif
Ka tu ceker nya nukar lawan pian jua kah,Positif
Ususss cumiiiii ... keduanya aja mba hihi,Positif
Usuuusss tenii..... 😋😋,Netral
@chiochii iya ding kk bikin ceker rica,Positif
hahaha suka yg manis kah,Positif
@ayuemphe habis hari raya pheee,Netral
@cibulkitchen asin pedessss,Netral
Kada kah @cibulkitchen ??? 😢😢,Negatif
"@betty_gunawan akayah kdd dikota, mudahan kd lg ngidam laaah",Negatif
"Justru ini lagi hamil nah, pas telihat inih.. Membaca lagi menunya ada nasbak tongkol kemangi, haduuuuuuhhh tambah beliuran... 😭😭 Kdd rencana bulik kekotakah?? 😅😅",Positif
"@betty_gunawan iya am sama lwn chaca lah hahahaha kdd rencana bulik lg kcuali acil @juwwiee memjulung undangan lwn tiket pesawat bulik ai ulum,,, *ehhhh wkwkwkw",Negatif
@cibulkitchen tipisssss setipisss kulit bawang wkwkwkwkkk,Negatif
"@juwwiee bawang bombay kah bawang habang win, bawang bombay tetabal sikit ah",Netral
"😭😭😭😭😭 sabar nak lah, kita do'akan aja semoga tante @juwwiee segera menjulung undangan + tiket pesawat ke tante @cibulkitchen nyaman kita bisa makan nasbak tongkol kemangi 😏😌",Positif
@betty_gunawan asli kd purun membacaaaa aminnnnnnn kakkk,Positif
"Aku pun tadi karna kelaparan langsung santap ludess , yg biasa nya sempat foto foti sebagai testi td malah kelupaan.saking nafsunya 😂😂 @cibulkitchen maaci yaa selalu tepat waktu sampe rumaaah 😘",Positif
@betty_gunawan sedihnyaaaaaaaa. Jaka tahu smlm juju bari sebgkus.juju di sangui teten smlm pas bulik 😂,Positif
@mirsyaennuri hahahaha maacih pelanggan setia ulunmn jasa jasanya begitu besar rajin banar mempromote kan jualan ulunnn 😘😘😘😘,Positif
"Nasbak favorit , pedesnya memnuhi syart sudah mbak ae 🤣😍😍😍😁😁😁 .. sukses trus ya 🙇‍♀️🙇‍♀️🤗 @cibulkitchen",Positif
@dindavikayulina amin mbak aminnnn syukur kalo pas pedesnyaaaa huhuyyy,Positif
Cama2 ketayangan akoooh yg mau aja meantar kerumaaah nan jauh dimato iniii 😂😂,Positif
"Sukaaaaaaaa ini 😍😍😍... on my list, ten 😘@cibulkitchen",Positif
kak td ulun bbm kok gak tekirim yaaa,Negatif
"Wa aja ten, wa km brp? @cibulkitchen",Netral
"@082153219558 kak.. Ditunggu orderannya kk.. Sekalian promoin lawan geng sehat pian laaah,hihihi... Tingkiu kaka",Positif
"Siyapppp .. padahal aq mau besok ten @cibulkitchen, bisalah? Hehee",Positif
Wooeeyy...order yuk dikantorr. Biar pada diet @luwinars  @mrsputtry  @amiee_azza @novi_gobek  @nngnuraini,Positif
"Besok ready sis sementara bikin tiap rabu n sabtu aja, yuks add bbm yaa biar enak ngobrolnyaaa @titiep_emen",Positif
Bisa delivery untuk landasan ulin ? Minimal order ?  Gak pake bbm sist. Aku wa aja yaa,Positif
"Kalau l.ulin pake nganter makan ya sis, 20 ribu ongkirnya, ga ada minimal order, boleeeh wa aja ya,, 082153219558 @titiep_emen maaciiiih",Positif
"Ten, cek wa ya @cibulkitchen",Netral
q gonceng 😂😂😂😂😂😂...hnyr tliati ig 😂😂😂 @cibulkitchen,Netral
Knp dktb kdd nang ky tu bhitung kalori teni nih 😤😤😤 @cibulkitchen,Negatif
Daerah mana ini,Netral
"Banjarbaru, online aja. Ga ad warung @cantikskincare.yeyen",Negatif
"Jauh sai lh ,aku bjm",Negatif
"Add pin mbak, saya ada pengiriman kok ke bjm beberapa kali seminggu. @cantikskincare.yeyen .thx",Positif
"@cibulkitchen waaaaa sama2 yaaaaa cibul tayaaang 😚 krn hampir tiap hari makan nasi meraaj , nasi bakar cibul jd menu cheating kalo pengen nasi putiih 😂 😋",Positif
Bisa pesen dr bjm kh mba,Positif
@helda_erawati_yusuf  bisa sis. Hari tertentu ada pengiriman k bjm. Dah aku approve ya bbmnyaa,Positif
"Bjb dimn mbak,  kalo ke land ulin bs lah antarnya",Netral
Mauuu...,Positif
"Boleh sis,,, wa yaaa 😘😘😘",Positif
Wah ini banjarbaru aja ya.. unt banjarmasin gmana order???,Positif
"Add pin bbm ya @adeshvf biar enak ngobrolnya, bisa kok bjm",Positif
Pesan 1 donggg,Positif
"@kurniasetialestari add bbm atau sms ke 082153219558 line no itu juga bisa ya, thanks",Positif
ini tempatnya dmna ? @cibulkitchen,Netral
"Hahaha dimaafkan saay, makanya mau order lagee 😄😄",Positif
Alamat dimana nih @cibulkitchen,Netral
" belum punya warung sis, sementara delivery atau ambil ke rumah ya .add bbm dong supaya enak ngobrolnya di bio ya pinnya..",Positif
Oh ok @cibulkitchen,Netral
Ka kangen nasi bakar😭 kpn readynya ka!,Positif
Wiiihhh mntap ny,Positif
@abangmakan_ rekomended untuk di coba bang🙌,Positif
uwaaaa 🤤,Positif
@mungkalrasa kd jauh lo dri rumah pian gasss😍,Positif
kd kawa ni sampai ,Negatif
Laparrr ehh🤤🤤,Positif
@ratmieasperia gass ka cobai😍,Positif
@hobyngunyah 👍👍👍👍,Netral
Nasi bakar famous 😍,Positif
@banjarbaru.foodies inggh😍,Netral
@nafarien1 🔥,Netral
Ke bjb lgi,Netral
@agmy___ gasss😂🙌,Positif
nah kada jauh lagi 😍,Positif
"Behh manJur banar, mantab bujurr",Positif
@sobatbantas makanya am kita yukk😍,Positif
"Makasih byk kaaa sdh singgah, semoga yg melihat video ini dianugerahi kesehatan, dan kebahagiaan sekeluarga . Rezeki nya lancar dan berkah, aminn❤️❤️❤️😍",Positif
"Parak rumah almarhum kuitan ku ini min,,, gas kuy gaass",Positif
"@mungkalrasa hehh, rumah abahmichat disini kah, umai2 paraknya",Positif
@dpermatasarie,Netral
@endy_efen yoks😂,Netral
Parak rumah nah,Positif
@cibulkitchen aamiin sama2 kk😍,Positif
@cibulkitchen aamiin terimakasih kembali kk😍,Positif
@arafnaura cuss😍,Positif
@v.zendhawan gass gasss sobat gercep😍,Positif
@ketuju_makan_ aslunnn😍,Netral
Isnak nya ai 🤤,Positif
@landasanulinfood inggh😍,Netral
@hobyngunyah siap komandan,Positif
sengaja banar me upload jam seini pian 🫠 🥲,Netral
@sobat_bantas supaya langsung Gasssss 🔥,Positif
Aduhhh ulun ngilerrrr 🔥🔥,Positif
@dairobby92 Nasi Bakar Geal Geol Kalahhh! 🤣🤣🤣,Positif
Menteb nih 🤤🤤🤤,Positif
@zuliner bukan lagiiii... Tapii ada lumeran agar2nya gak 😂😂,Negatif
Uhuuyyy pedesss 🔥,Positif
Terkenal sudah nih🔥,Positif
Komplit 🤩,Positif
Wih banyak ya pilihan lauknya😍,Positif
@cibulkitchen kesayangan ulun since 2016 mulai offline Sidin ownernya sorang mengurir sampai ada tempat makannya😍😍😍,Positif
"Betimbang lauknya, mantap.....",Positif
lws aku kd makan nasi bakar cibul,Negatif
pelopor nasbak di bjb 😍,Positif
Jadi pengen ihh,Positif
"@iprm__ pian nih pinanya banyak list kulineran di bjb laahh, bisikin pang lagi apa2 yg harus ulun datangi, hihihi",Positif
@martapurafood asliiii,Netral
@landasanulinfood yukkkk,Positif
@kuliner.kalsel banyakkk,Netral
@inayyah_sekumpul komplit bund,Positif
@ketuju_makan_ trueee,Netral
@banjarbarukuliner pedas nikmad,Positif
@acilveya emang menteb,Positif
"@megaerlindaa mantappp lo, sesuai sop 🤟🏽 keren",Positif
@ohcadisa23 kasiiiii kesinii,Positif
Umaaa mambari kapingin,Positif
Ngiler,Positif
@iprm__ 👈👈👈👈kalo jar anak jaksel literally icha ni bujur2 pelanggan pertama👏😍 hari pertama open po nasi bakar lgsg pesan,Positif
Wihh asik nah nyaman2,Positif
"Ini Nasbak terenak since 2016 blm ada musuhnya lg, dari jaman ownernya meantar sorang ke rmh uln 🫶🏻 @cibulkitchen",Positif
@ makasih inad tersayang ni selalu support cibul😍,Positif
Tempat ngedate pertama kali! BAHAHAH @abdilakbar,Positif
@nisvamaulida uhuy,Netral
yg keni naa @nurulerlianii @windyyzzz,Positif
Ini @muhammadyufyaflaha,Netral
Kena uln datangi dari tnjung ke sini 😅,Netral
"Nasi bakar pertama ni, dr yg msh jualan rumahan.. memang enak bgt nasbak cibul.. ayam suir sm udang nya favorit..",Positif
Nasbak cibul ni lejen! Dimsumnya juga favorit 🫶🏽,Positif
@zuliner saosnya khasss,Positif
@siyeph1992 iya kada sia2 ko 😚 bing2 harus ditukar jua ka,Positif
@rahmamaulida_arsyad hehhh teganang timbul,Netral
bjm-bjb jauh?,Negatif
"Coba min ke warung makan arema di jl trikora rasanya nh, murah"" klo ad kwnn yg mncari warung makan murah, klo kd slh 10rb an aja smlm bgabung bayar 2porsi nasi pecel iwak ayam lwn hintalu es sirup 1 air es satu 26rb aja mana nyaman plg",Positif
@banjarnyaman iya kak bing2 itu kyak kebab versi China,Positif
Nii yg p cri nasi bakar yng @rioagatha8,Positif
Mun di banjarmasin cobai nasi bakar @nasibakardgh di foodsquare gatot subrot. Cita rasa mirip cibul apalagi ayam suwir rica ricanya😍,Positif
@azkaa.mila @yliasima @whereshafi,Netral
Capatnya mang 😮,Positif
@alia.makeupp,Netral
@afrianda_ree amun jr mantan ulun jauhh bonor ka ae😂,Negatif
@rahmamaulida_arsyad makasih ka sdh langganan dari bahari,Positif
😍 yok @avansanaufal,Positif
@adindaarz__ 😂😂😂,Netral
Makasih ka sdh jauh2 beelang😍 mudahan yg melihat video ini semua sehat dan rezeki lancar berataan.aminn,Positif
"Cibul, rasanya enak ga ngibul😂",Positif
@luthfiaayz,Netral
@r.d.h.t.l ayo kita,Positif
Maaaaheh cibull ketujuuu bnrrrrr❤️❤️,Positif
enak sekali,Positif
Info parkir nya byr khhh kk,Netral
"@wahiddinnor gratis kak, ulun hanyar dari sana tadi",Positif
Hr ini ya pembukaannya,Netral
Keren banar nah @melda21yunita,Positif
@titis2309,Netral
Tim datang 9.45 - 10.40 baru keluar antri 😂,Negatif
"Masya Allah, Barakallah",Positif
Smpai tgl brp promonya?,Netral
yah @bagusprasetyaadi,Netral
Kira di banjar😢 sekalinya di banjar baru,Negatif
"@justkireita hnyr opening gratis ,lwas kelawasan ada ae amang parkir",Negatif
Juaraaa emang kue2 olila cakes nihhh 👏 @olilacakes,Positif
Buka di Banjarmasin dong @olilacakesbanjarbaru 😢🥲🥲 suka banget kue²nya,Positif
@yunieastie SETUJUUUUUUU!!!,Positif
Lapsurnya enak,Positif
"@oymann__ bantu jawab ka , untuk parkirnya  gratis ka lah 🙏 khusus pembeli /Pelanggan toko Olilacakes terimakasih 😊",Positif
@makananenakbanjar yakan maeee....😍😍😍,Netral
Akhirnya ada lapis legittt yg lagi fomo😂,Positif
"Jka ada d Banjarmasin , rasa jauh bnar di BJB",Negatif
Sampai kapan,Netral
Gofood ad KH,Netral
Kapan buka di banjarmasin😁,Netral
Berapa harga lapis legitnya,Positif
tgl brp,Netral
gasss kesana 😍,Positif
"Dlu pas thun 2022 sering bgt ke olila beli dessert box nya, krna emang seenak itu dan red velvet nya juga enak😍❤️",Positif
@imelda_darmayanti @imirda_widiyasari kesinii yu nongki,Positif
kapan buka di Bjm??,Netral
